,age,height_cm,weight_kg,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
1619,19,178,71,38000,1,3,4,22600000.0,12.1145648312611,87.0,67.0,68.0,75.0,64.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,72,55,72,55,72,71,31,62,76,86,87,79,73,84,67,66,75,56,57,60,67,74,72,61,80,65,66,62
2168,23,197,80,43000,1,3,3,16800000.0,12.1145648312611,58.0,70.0,72.0,70.0,74.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,64,64,72,76,68,72,74,73,77,75,55,60,54,72,58,84,61,69,76,78,71,74,63,70,52,74,73,77,73
1106,27,184,80,40000,2,3,3,19800000.0,12.1145648312611,62.0,72.0,79.0,72.0,62.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,73,64,67,82,59,73,69,73,84,76,61,62,63,70,65,85,64,73,71,81,84,62,66,82,71,78,60,63,61
644,26,169,64,110000,1,4,4,29600000.0,12.1145648312611,76.0,73.0,75.0,80.0,74.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,67,72,55,79,70,78,70,72,79,81,78,74,83,80,87,76,80,82,59,74,76,78,69,76,65,82,74,80,71
129,32,170,61,125000,3,4,3,44700000.0,8.0,56.0,75.0,85.0,82.0,71.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,81,73,70,87,76,81,84,81,85,85,60,53,75,76,85,76,72,78,60,79,71,72,74,86,70,88,71,72,67
13121,19,188,77,8000,1,2,2,1600000.0,12.1145648312611,54.0,61.0,48.0,61.0,23.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,35,65,63,54,50,64,53,40,44,60,55,53,55,58,60,62,65,48,71,55,56,16,62,52,59,58,19,21,19
1351,25,183,76,46000,1,3,3,4740717.432273263,12.1145648312611,63.0,73.0,74.0,75.0,69.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,71,57,78,65,76,65,73,75,77,64,63,71,72,69,80,72,75,72,75,73,70,74,76,70,70,70,73,68
10065,22,187,80,13000,1,3,2,1700000.0,12.1145648312611,55.0,33.0,43.0,45.0,64.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,38,29,66,54,32,42,35,34,33,44,56,54,50,62,56,42,73,56,76,27,72,61,45,38,45,56,62,66,64
1541,28,175,73,42000,2,4,3,12400000.0,12.1145648312611,77.0,61.0,71.0,72.0,73.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,77,50,62,73,66,70,77,55,69,74,77,77,76,73,79,82,75,77,65,67,69,78,63,63,50,68,72,73,77
2909,27,169,72,27000,1,2,3,9400000.0,13.0,72.0,64.0,73.0,75.0,66.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,73,59,44,72,67,74,73,69,73,73,77,67,79,72,84,73,79,82,66,67,81,71,62,75,64,75,69,67,67
1838,29,191,77,44000,2,3,2,12800000.0,12.1145648312611,50.0,44.0,60.0,61.0,75.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,38,76,68,39,58,60,35,64,67,47,52,55,73,49,61,69,61,76,38,71,72,42,39,58,74,75,77,76
4101,22,179,67,36000,1,3,3,7300000.0,12.1145648312611,76.0,62.0,68.0,72.0,37.0,53.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,65,61,56,73,49,72,67,49,66,72,78,75,77,67,75,65,70,65,51,66,41,38,64,69,55,58,32,35,38
839,28,184,87,77000,2,3,2,20200000.0,12.1145648312611,51.0,65.0,67.0,70.0,79.0,82.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,61,71,75,60,68,62,57,70,74,51,51,63,79,65,79,77,65,88,60,89,78,63,60,65,74,78,83,78
3118,28,190,86,37000,1,2,3,8100000.0,12.1145648312611,66.0,72.0,70.0,72.0,64.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,67,67,64,71,65,74,73,67,67,73,64,68,67,75,56,84,55,85,76,74,74,62,74,75,58,74,61,68,62
14668,18,188,76,3000,1,2,2,1100000.0,12.1145648312611,60.0,58.0,43.0,55.0,29.0,60.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,34,62,68,46,53,50,40,37,43,62,57,62,58,54,60,57,69,56,64,49,53,27,57,50,64,48,23,26,20
11065,19,177,77,7000,1,3,2,2500000.0,12.1145648312611,70.0,64.0,40.0,60.0,20.0,57.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,33,66,64,47,60,57,32,31,30,61,72,68,62,65,68,68,72,59,57,55,50,16,65,47,61,55,12,18,15
655,26,176,76,81000,2,3,3,25000000.0,17.0,77.0,59.0,73.0,76.0,77.0,76.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,81,54,73,77,47,75,69,30,69,78,77,77,70,79,76,71,92,73,71,58,86,79,67,71,64,75,75,78,81
298,30,175,78,140000,3,4,4,39900000.0,12.1145648312611,85.0,78.0,80.0,85.0,49.0,60.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,76,77,31,80,59,88,83,84,77,82,88,82,87,80,79,84,40,77,59,81,44,55,79,83,70,79,43,57,51
8762,17,194,78,1000,1,3,2,2900000.0,12.1145648312611,68.0,30.0,55.0,63.0,65.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,37,24,61,66,27,63,34,26,62,68,67,69,52,64,52,45,66,62,68,23,64,66,48,60,40,64,65,67,59
650,29,187,83,58000,3,2,2,23700000.0,12.1145648312611,53.0,33.0,65.0,56.0,78.0,83.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,58,23,74,76,20,52,50,30,69,62,51,54,51,70,54,51,75,66,91,38,87,80,36,61,40,76,74,82,78
16739,18,192,81,2000,1,3,2,429000.0,12.1145648312611,65.0,27.0,38.0,44.0,54.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,35,25,52,46,25,38,30,24,40,51,63,67,47,45,59,34,70,47,69,23,45,55,32,33,30,39,51,56,56
632,26,183,85,76000,2,2,3,26700000.0,12.1145648312611,75.0,62.0,72.0,73.0,75.0,87.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,82,57,74,78,55,75,61,25,62,76,69,79,58,74,55,82,76,79,90,58,93,73,72,74,44,72,71,80,78
16743,19,172,66,7000,1,2,2,446000.0,12.1145648312611,66.0,32.0,45.0,55.0,52.0,49.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,53,28,44,50,31,55,41,37,32,50,67,66,68,50,72,36,61,62,41,31,50,49,45,42,46,41,53,55,57
27,27,181,76,205000,3,5,4,130900000.0,10.0,73.0,81.0,90.0,84.0,53.0,63.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,88,77,52,91,80,81,89,86,89,91,75,71,79,88,80,84,50,93,57,89,46,56,85,92,67,88,59,57,22
2167,23,178,72,56000,1,2,4,17900000.0,12.1145648312611,96.0,60.0,61.0,84.0,31.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,71,58,40,64,52,89,65,42,52,80,97,96,84,62,87,74,73,73,81,55,62,29,60,57,47,70,25,36,33
2260,25,178,76,29000,1,3,3,12800000.0,12.1145648312611,73.0,44.0,63.0,72.0,71.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,74,32,64,71,37,71,72,46,62,74,74,73,71,69,67,69,66,77,60,44,67,73,66,39,46,64,69,74,73
309,31,169,65,140000,3,5,4,37100000.0,12.1145648312611,75.0,77.0,77.0,84.0,43.0,56.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,78,55,80,70,84,81,57,71,85,78,73,81,81,82,77,66,70,47,79,56,49,82,78,66,77,49,32,31
1930,32,180,79,49000,1,3,2,8100000.0,12.1145648312611,55.0,34.0,57.0,62.0,76.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,57,27,77,63,21,59,33,22,61,65,56,55,54,76,72,47,79,63,72,34,69,73,50,58,44,64,74,78,79
43,26,183,78,185000,3,5,4,115500000.0,12.1145648312611,88.0,86.0,80.0,87.0,42.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,81,86,65,83,81,88,85,70,70,87,86,89,86,89,76,88,63,87,62,90,60,39,88,81,71,87,48,34,33
805,26,184,81,46000,2,3,3,4740717.432273263,12.1145648312611,71.0,55.0,66.0,72.0,76.0,81.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,56,45,65,76,52,72,61,32,73,73,69,73,66,76,66,75,83,82,80,62,80,81,52,65,51,67,74,81,70
172,25,188,70,140000,2,4,3,57800000.0,5.0,68.0,36.0,70.0,72.0,84.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82
10423,24,182,73,14000,1,5,4,1400000.0,12.1145648312611,77.0,58.0,61.0,70.0,27.0,47.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,55,34,58,54,73,74,71,48,66,76,78,72,55,71,68,53,57,43,56,43,23,57,62,58,60,33,23,24
2918,28,190,82,26000,1,2,2,7700000.0,20.0,52.0,35.0,50.0,55.0,73.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,38,29,76,60,26,53,38,32,55,58,50,53,55,66,50,56,79,65,77,27,75,71,48,50,32,66,72,73,72
1020,22,175,71,52000,1,4,3,26300000.0,12.1145648312611,70.0,63.0,75.0,78.0,66.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,67,61,50,79,57,78,66,65,79,79,72,68,77,75,84,66,68,76,61,65,78,69,68,76,61,74,64,72,68
1195,29,180,80,53000,1,3,3,18000000.0,10.0,77.0,75.0,58.0,75.0,33.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,45,81,62,71,68,73,53,40,35,76,78,76,77,81,72,75,75,78,69,64,56,36,84,71,66,73,30,29,16
240,25,176,78,125000,3,4,4,57300000.0,12.1145648312611,76.0,68.0,81.0,86.0,67.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,73,61,42,88,76,86,78,68,81,89,79,73,83,76,84,79,63,78,63,75,77,71,69,83,59,81,70,72,63
2234,24,189,90,43000,1,4,4,14800000.0,12.1145648312611,76.0,75.0,68.0,75.0,32.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,71,72,70,71,69,78,75,73,54,77,73,78,67,71,52,83,52,71,75,77,55,28,72,67,63,69,32,28,15
1888,35,186,101,41000,2,2,2,3800000.0,12.1145648312611,29.0,34.0,41.0,55.0,76.0,72.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,17,27,79,55,23,58,14,18,47,57,29,29,28,70,44,52,74,32,89,35,81,74,39,49,17,75,77,75,74
1489,30,185,78,44000,1,3,3,13300000.0,12.1145648312611,57.0,64.0,74.0,69.0,71.0,78.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,63,65,79,69,69,68,61,76,72,60,54,64,76,63,67,88,86,70,69,83,77,65,74,44,78,66,75,70
7758,18,189,83,6000,1,3,2,2400000.0,12.1145648312611,52.0,29.0,38.0,48.0,65.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,25,24,66,55,28,44,30,31,36,52,52,52,46,62,46,41,71,61,79,28,73,61,29,28,40,63,64,69,66
7145,27,178,79,12000,1,3,3,1900000.0,12.1145648312611,69.0,56.0,61.0,65.0,65.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,71,58,57,65,49,64,45,36,59,65,68,69,74,64,62,58,77,76,63,56,62,56,53,57,30,65,68,69,66
17645,20,176,68,5000,1,3,3,328000.0,12.1145648312611,66.0,47.0,49.0,56.0,24.0,40.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,46,49,40,54,42,57,40,35,49,53,69,63,64,42,65,50,43,41,43,37,30,21,48,47,55,48,20,25,22
1627,22,173,70,51000,1,3,3,4740717.432273263,23.0,79.0,76.0,72.0,75.0,40.0,49.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,74,47,72,68,73,82,82,59,75,82,77,79,72,84,77,45,67,47,81,31,25,73,75,78,68,47,41,36
1107,27,189,92,39000,1,3,2,20700000.0,9.0,70.0,76.0,59.0,68.0,40.0,79.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,46,77,83,65,69,66,69,64,48,74,65,74,60,75,61,80,77,71,85,71,74,40,79,64,81,77,39,30,29
830,27,192,88,46000,1,3,2,21700000.0,12.1145648312611,46.0,40.0,55.0,61.0,78.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,32,37,76,71,24,60,30,43,74,68,42,50,44,79,37,72,74,64,83,21,80,78,30,45,36,72,79,76,78
3322,20,191,80,21000,1,2,2,10400000.0,5.0,62.0,50.0,58.0,50.0,69.0,75.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,22,35,41,75,21,35,21,64,68,69,65,59,73,67,32,81,74,72,83,68,59,71,28,62,30,60,73,74,68
8979,22,178,66,18000,1,3,3,1900000.0,12.1145648312611,65.0,46.0,64.0,66.0,57.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,52,40,55,74,40,65,55,48,61,67,63,66,74,64,65,62,53,74,64,40,78,68,53,66,49,72,43,61,66
539,28,182,77,78000,2,4,4,28500000.0,7.0,75.0,73.0,79.0,83.0,61.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,74,60,82,73,86,78,72,75,84,75,75,76,74,76,68,65,77,62,74,66,70,76,81,72,78,50,64,70
3077,29,188,83,37000,1,3,3,6300000.0,12.1145648312611,58.0,52.0,66.0,66.0,76.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,72,46,73,69,33,64,43,34,69,69,55,61,62,74,60,64,65,68,71,59,74,76,64,66,40,72,74,77,78
7,27,193,92,200000,3,3,2,150200000.0,4.0,77.0,60.0,70.0,71.0,90.0,86.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,53,52,86,78,45,70,60,70,81,76,74,79,61,88,53,81,90,75,92,64,82,89,47,65,62,89,91,92,85
15369,17,177,70,1000,1,3,3,788000.0,12.1145648312611,71.0,54.0,57.0,60.0,28.0,44.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,55,52,30,59,57,60,58,48,54,58,79,64,68,43,78,66,43,45,47,47,34,23,58,59,48,47,26,31,28
396,30,194,85,115000,3,3,3,27600000.0,12.1145648312611,48.0,68.0,77.0,72.0,80.0,78.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,71,59,74,82,73,76,72,67,84,78,45,51,43,77,47,84,65,69,84,74,78,82,69,73,64,81,79,83,75
1126,26,181,74,65000,1,3,3,18800000.0,17.0,59.0,63.0,72.0,70.0,74.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,66,57,61,78,39,68,69,56,77,76,58,59,65,75,62,78,69,88,68,67,73,76,63,70,62,77,76,74,72
154,28,179,67,195000,3,4,5,58300000.0,12.1145648312611,84.0,78.0,79.0,89.0,38.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,81,77,48,78,76,90,84,78,75,90,87,82,92,77,87,79,60,76,54,80,48,39,79,81,70,84,45,31,22
12283,20,185,78,10000,1,3,3,1800000.0,12.1145648312611,65.0,52.0,63.0,65.0,34.0,54.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,53,50,46,69,47,66,48,46,68,67,66,64,69,43,63,57,57,56,57,56,43,25,46,65,52,67,34,36,35
4816,21,183,77,18000,1,3,2,5500000.0,12.1145648312611,76.0,38.0,58.0,69.0,68.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,38,34,63,72,35,69,37,38,64,67,74,77,72,70,73,51,70,72,72,32,63,70,50,58,38,70,66,71,69
6995,25,190,83,18000,1,3,3,2400000.0,12.1145648312611,68.0,63.0,54.0,64.0,32.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,49,68,64,64,54,64,25,27,43,66,67,69,64,66,44,67,77,66,78,47,58,30,71,66,59,62,29,28,26
2658,22,172,65,55000,1,5,4,14400000.0,12.1145648312611,88.0,60.0,66.0,78.0,23.0,54.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,64,35,70,36,78,62,32,63,74,89,88,92,63,85,58,50,66,53,61,43,22,65,68,52,70,24,20,17
440,24,190,96,85000,2,3,2,34600000.0,15.0,64.0,51.0,59.0,55.0,78.0,83.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,49,47,79,63,47,50,60,59,64,63,58,69,51,75,52,63,90,63,92,49,83,78,49,60,59,69,76,81,78
2242,25,191,87,43000,1,3,3,12800000.0,12.1145648312611,68.0,42.0,67.0,68.0,73.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,78,30,72,69,37,69,64,35,68,72,61,73,63,69,42,63,64,76,75,46,66,74,58,60,31,72,69,75,74
2262,26,196,77,41000,1,3,3,12800000.0,12.1145648312611,69.0,44.0,63.0,65.0,73.0,78.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,37,73,67,34,68,53,37,63,66,65,73,55,70,45,61,61,70,82,42,80,73,53,57,45,71,73,74,73
1406,27,172,67,44000,2,4,3,14800000.0,12.1145648312611,77.0,66.0,70.0,76.0,73.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,70,57,65,75,68,75,66,64,69,76,79,76,73,76,83,76,72,86,59,74,75,74,71,65,60,69,68,80,76
41,24,173,64,210000,2,3,4,123200000.0,10.0,81.0,76.0,83.0,92.0,51.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,85,78,51,86,69,92,84,67,74,92,85,78,94,85,92,74,51,93,54,75,69,49,85,85,68,87,49,59,40
2038,27,167,73,57000,1,3,3,11400000.0,12.1145648312611,69.0,55.0,70.0,74.0,73.0,71.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,67,49,65,80,43,71,69,54,72,77,71,68,74,74,87,62,76,77,65,64,77,74,56,60,55,70,74,75,74
3062,29,188,78,51000,1,2,2,6400000.0,12.1145648312611,35.0,25.0,46.0,34.0,74.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,27,20,73,65,16,24,22,25,64,47,36,35,30,68,34,43,74,63,77,22,79,71,22,31,28,54,76,75,74
1664,23,182,77,67000,1,2,4,20000000.0,12.1145648312611,76.0,67.0,71.0,78.0,57.0,61.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,77,64,66,71,55,82,77,54,65,75,77,76,79,72,68,75,69,63,67,66,42,56,74,71,67,75,57,57,52
877,29,179,80,53000,2,3,3,16200000.0,12.1145648312611,76.0,53.0,70.0,76.0,76.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,80,50,68,76,43,77,74,66,70,78,75,76,73,76,69,59,71,73,67,54,73,76,63,51,52,76,73,81,80
17384,19,187,80,2000,1,2,2,368000.0,12.1145648312611,63.0,26.0,29.0,34.0,55.0,58.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,23,23,52,29,26,29,30,31,26,28,61,65,58,48,66,33,66,54,65,25,42,54,26,35,35,39,55,56,59
9931,20,184,73,12000,1,3,2,2800000.0,12.1145648312611,63.0,22.0,43.0,51.0,64.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,31,15,63,59,27,48,25,29,45,52,58,67,57,60,54,36,88,55,73,20,57,61,21,34,33,49,64,67,64
16759,20,178,64,4000,1,2,2,525000.0,12.1145648312611,67.0,48.0,52.0,53.0,45.0,50.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,55,51,48,56,39,52,44,37,52,47,69,65,65,56,65,53,58,64,40,37,55,44,50,50,46,46,43,45,50
12194,20,183,67,11000,1,4,3,2000000.0,12.1145648312611,67.0,59.0,59.0,64.0,47.0,52.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,50,59,36,66,49,64,59,49,55,64,68,67,60,61,65,60,58,66,47,59,44,50,62,59,59,59,49,49,44
1440,32,177,76,66000,2,3,3,11400000.0,12.1145648312611,41.0,67.0,76.0,73.0,72.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,71,60,62,77,68,74,71,67,79,76,44,38,62,74,71,74,56,69,66,69,85,73,64,78,88,77,71,74,76
1033,23,189,77,41000,1,3,2,23100000.0,5.0,62.0,22.0,52.0,55.0,78.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,44,19,75,67,20,50,23,26,47,59,55,68,56,77,61,25,77,67,77,23,76,80,26,52,32,59,78,77,75
8839,22,181,71,19000,1,2,3,2100000.0,12.1145648312611,82.0,61.0,66.0,69.0,59.0,60.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,56,59,67,66,72,63,65,64,65,79,84,75,58,68,68,62,73,54,63,59,61,65,66,61,63,56,59,64
12619,25,191,79,6000,1,3,2,934000.0,12.1145648312611,44.0,24.0,40.0,41.0,60.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,20,13,67,56,11,37,19,23,49,45,35,51,42,59,38,48,70,52,77,25,63,58,28,35,24,50,56,62,65
265,25,175,70,89000,3,4,3,46400000.0,12.1145648312611,86.0,64.0,77.0,81.0,79.0,73.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,79,62,64,80,56,82,78,45,78,81,85,86,79,81,77,73,75,85,66,62,75,81,74,76,60,81,78,83,78
8784,18,180,70,7000,1,3,2,3100000.0,12.1145648312611,67.0,56.0,61.0,63.0,65.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,49,56,60,68,39,60,59,51,64,62,68,66,76,65,69,63,56,58,61,58,69,63,43,61,54,60,65,68,66
16030,21,176,70,7000,1,3,3,441000.0,12.1145648312611,70.0,32.0,52.0,62.0,51.0,51.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,51,29,33,56,31,61,36,36,54,62,72,68,69,54,75,36,64,62,45,32,51,54,43,51,36,48,51,53,53
1493,29,175,74,69000,2,3,3,14300000.0,12.1145648312611,70.0,68.0,75.0,77.0,59.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,83,67,45,69,72,77,80,73,74,77,73,68,75,72,78,73,61,84,60,67,73,56,70,76,60,70,69,59,46
79,23,191,82,150000,2,4,3,90500000.0,16.0,67.0,68.0,77.0,77.0,82.0,80.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,63,64,75,85,59,76,65,54,82,82,68,66,69,82,72,74,69,84,80,76,76,84,75,82,46,85,82,84,78
2025,29,188,82,51000,2,2,2,10500000.0,12.1145648312611,62.0,43.0,58.0,60.0,75.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,65,49,80,65,20,55,45,24,60,67,61,63,62,70,50,57,82,78,77,14,76,75,56,51,66,68,76,73,75
7693,18,175,70,6000,1,3,2,3700000.0,12.1145648312611,63.0,45.0,63.0,63.0,62.0,62.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,52,41,51,73,35,60,48,42,66,68,67,59,58,64,67,55,61,67,57,45,67,61,50,62,54,61,59,69,63
829,28,189,89,41000,2,3,2,20700000.0,12.1145648312611,49.0,57.0,61.0,65.0,78.0,79.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,51,50,75,75,42,62,47,41,70,73,46,51,55,72,57,75,78,69,83,66,81,81,46,46,43,77,80,76,73
1687,22,171,69,40000,1,3,3,20000000.0,12.1145648312611,75.0,73.0,66.0,72.0,41.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,61,78,67,71,72,69,63,55,59,75,77,73,74,78,79,74,60,71,67,59,74,26,82,69,73,66,30,55,33
